Tweet ID,URL,Content,Likes,Retweets,Replies,Quotes,Views,Date
1929677735338590220,https://x.com/NormaMa18903305/status/1929677735338590220,"@flor341930 Hola Florcita.  Yo hace 3 días que estoy con antibiotico es una gripe muy fuerte. Duele todo...cuídate. que te mediquen , mi familia están todos así.",1,0,0,1,14,"June 2, 2025 at 11:13 PM"
1929607578767564941,https://x.com/Damian96R/status/1929607578767564941,Dios pleno siglo 21 y la gente sigue pidiendo antibiótico para la gripe ESTOY SECO Y NI ENPEZO EL INVIERNO,0,0,0,0,14,"June 2, 2025 at 06:34 PM"
1929555222990401999,https://x.com/Chewbaccascow/status/1929555222990401999,"@MartinaSisters Sencillo señora. Principalmente Por irresponsabilidad de la ciudadanía q piensa q con un antibiótico se cura la gripe, ayudada por mensajes como el q usted pone, Que empeora la situación. 
Por otro lado actualícese, ya están en España, llevan más de 10 años con esto, no es nuevo https://t.co/WuAbnSjA7k",0,0,1,0,16,"June 2, 2025 at 03:06 PM"
1929513047128690955,https://x.com/luzzfrln/status/1929513047128690955,"Compraram antibiótico pra gripe (virus) 
Avisei. 
Teimaram 
Não sou médica nerr, então tá bom. 
Toma antibiótico pra gripe",2,0,0,0,24,"June 2, 2025 at 12:18 PM"
1929274079338549460,https://x.com/RafahUri53210/status/1929274079338549460,"Esse antibiótico que médico me receitou tá me deixando ansiada, amanhã vou cedo na policlínica tentar trocar tá me deixando no mal já não basta gripe queimação no peito",0,0,0,0,46,"June 1, 2025 at 08:29 PM"
1929169155279769676,https://x.com/quasesentido/status/1929169155279769676,"20 dias já de uma gripe que parece não ter fim, uma tosse que parece que estou ficando sem pulmao, dor na costela de tanto tossir, e nenhum dos médicos pediu um teste de influenza ou nada do tipo... no máximo um raio x e um hemograma, o pior de tudo foi o antibiótico vagabundo",0,0,1,0,24,"June 1, 2025 at 01:32 PM"
1928935566369767695,https://x.com/Letbmartins/status/1928935566369767695,"Antibiótico semana passada p ouvido.
Sentindo essa gripe maluca chegando.
To orando pouco 🤯",0,0,0,0,92,"May 31, 2025 at 10:04 PM"
1928736676416733445,https://x.com/RizwanKassam4/status/1928736676416733445,@SurajBhey @shitpostverdade Eu tenho uma teoria. Kem inala diariamente antibiótico natural (🍁) n apanha gripe forte,0,0,0,0,11,"May 31, 2025 at 08:53 AM"
1928609398487720134,https://x.com/LucianoElvira2/status/1928609398487720134,"@graziecv_ Peguei gripe e fiquei umas 3 semanas, acabei caindo no antibiótico.",0,0,1,0,8,"May 31, 2025 at 12:28 AM"
1928597586396487895,https://x.com/NicolePadAckles/status/1928597586396487895,Eu acho que vou ter que acabar tendo que tomar antibiótico por causa da gripe. Parece que deixou a parte do nariz toda inflamada. 😢,0,0,0,0,33,"May 30, 2025 at 11:41 PM"
1928588603518603456,https://x.com/ane_byane/status/1928588603518603456,"não sei qual dos dois vai me matar primeiro, essa gripe ou o antibiótico que o médico passou, sinceramente não sei nem mais o que estou sentindo",0,0,0,0,22,"May 30, 2025 at 11:05 PM"
1928560493750284761,https://x.com/GesicoDuo/status/1928560493750284761,"Vcs quererem antibiótico pra síndrome gripal eu até entendo pq tem medo de pneumonia, agora inventar que a gente nem olhou na cara, sendo que a gente examinou a criança de cima a baixo e constatou que era gripe sem necessidade de atb, aí já é demais",2,0,0,0,42,"May 30, 2025 at 09:13 PM"
1928500284130529337,https://x.com/IngriddMonique/status/1928500284130529337,"@Larissafrreire @renatasilvasss Amiga eu tava tendo febre uns três dias, eu acho que só a nimesulida não ia da jeito que acho que tô com amigdalite por conta de gripe/nfluenza pq fiquei com os sintomas, comecei antibiótico ontem foi o que fez a garganta melhorar. Eu já tava com medo de ir no médico kkkk",0,0,1,0,30,"May 30, 2025 at 05:14 PM"
1928448101641056606,https://x.com/2seneb/status/1928448101641056606,"@xscarolita fiquei 3 semana com gripe tomando antibiótico, fiquei curado POR LITERALMENTE 1 DIA, E PEGUEI GRIPE DNV",0,0,1,0,21,"May 30, 2025 at 01:47 PM"
1928272103716884769,https://x.com/Santiag58337915/status/1928272103716884769,"@EstebanOrtizMD Azitromicina mi estimado ek antibiótico mas  usado o más bien abusado del país, te da gripe azitromicina, fiebre azitromicina, dolor de garganta azitromicina, la resistencia es altísima en este país, no se puede dejarlo a venta libre m, ahí esta el talón de aquiles",1,0,0,0,31,"May 30, 2025 at 02:07 AM"
1928259678309601363,https://x.com/E20264Eliesio/status/1928259678309601363,"@VozDaRepublica Boa noite amiga querida, eu também já estou bem melhor peguei essa gripe atingiu minha garganta vi coisa ruim andei tomando antibiótico e nada da tosse parar, lembrei daquele remédio proibido 🚫 pelos os VAGABUNDOS 😂😂😂😂😂só tomar um já vi resultado, invermectina é show 🙏",0,0,0,0,19,"May 30, 2025 at 01:18 AM"
1928251129374060624,https://x.com/eununesmanda/status/1928251129374060624,"@elisacardoso9 E eu e meu esposo não tomamos a vacina, pegamos uma gripe ferrada deles, e testamos positivo pra influenza. Enfim, um grande caos, filhos com 6 e 4,anos primeira vez na vida deles q tomaram antibiótico devido a otite por conta do processo gripal. Me arrependo amargamente td dia",1,0,0,0,51,"May 30, 2025 at 12:44 AM"
1928250624744763577,https://x.com/eununesmanda/status/1928250624744763577,"@elisacardoso9 Olha aqui filhos todos saudáveis nunca tomaram antibiótico.  Não sei oq deu na minha cabeça, acabei dando a vacina da gripe neles. Resultado, imunidade caiu, depois da reação da vacina da gripe, ficaram ruins demais. E passando a reação,  deram positivo pra influenza",2,0,2,0,338,"May 30, 2025 at 12:42 AM"
1928092841919627750,https://x.com/SoraiaFigu78899/status/1928092841919627750,"@VilmarVas @RafaelFontana Esse é o segundo ano que meus filhos não tomam a vacina da gripe e pasmem eles não tiveram gripe, no máximo um nariz escorrendo e não tomaram antibióticos, só tomou antibiótico pq teve pé mão e boca e foi forte, mas gripe não tiveram,e quando tomava a vacina era todo o mês gripad",1,0,1,0,23,"May 29, 2025 at 02:15 PM"
1927914598151139572,https://x.com/zabelasexy/status/1927914598151139572,n estou sabendo se eh meu siso ou uma gripe q esta vindo ai pra trancar minha garganta. gnt orem por mim. eu acabei de sair de uma pneumonia viral. nao aguento mais tomar antibiótico,2,0,1,1,150,"May 29, 2025 at 02:27 AM"
1927846247152370046,https://x.com/stariumstr/status/1927846247152370046,"@radiohedo_ sinusite e gripe forte só, vou ter que tomar uma caralhada de coisa pra isso e antibiótico pra ver oq que dá na perna",0,0,1,0,17,"May 28, 2025 at 09:55 PM"
1927780614914076680,https://x.com/EuzinhaB/status/1927780614914076680,"@RafaelFontana Eu e minha mãe, de 88 anos, tomamos a mais de 10 anos e funciona  para nós. Nunca mais tivemos uma gripe forte ou q tenha q tomar antibiótico e raramente temos um resfriado.",0,0,0,0,41,"May 28, 2025 at 05:34 PM"
1927761052457996735,https://x.com/leaveaidalone/status/1927761052457996735,@durvalsilva150 @RafaelFontana antibiótico pra gripe? 😭✊,0,0,0,0,15,"May 28, 2025 at 04:17 PM"
1927729291988545916,https://x.com/Republica99/status/1927729291988545916,"☃️""No sirve al antibiótico para la gripe. Los descongestivos no curan, ayudan a sobrellevar"".

Carlos Báez.
Pediatra.
Subsecretario de Logística.
@SaludMisiones",0,0,0,1,156,"May 28, 2025 at 02:10 PM"
1927710105203536117,https://x.com/david_quadros/status/1927710105203536117,"Mds cara infecção viral (gripe) não é o msm que bacteriana ou seja antibiótico não deve ser usado a não ser que evolua para um quadro exemplo pneumonia, eu não aguento mais explicar isso, todo mundo quer antibiótico e sem receita ainda.",0,0,0,0,34,"May 28, 2025 at 12:54 PM"
1927553013989720110,https://x.com/durvalsilva150/status/1927553013989720110,"@RafaelFontana Há 10 anos usei a da gripe. O resultado foi a gripe mais forte que tive na vida. Usei Nac-Acetilcisteina, antibiótico e xarope com Cloridrato de Bromexina (Bisolvon). Tomo mais não! A Covid não tomei. Usei vários suplementos e remédios reposicionados quanto perdi olfato em 2021.",5,0,3,0,213,"May 28, 2025 at 02:30 AM"
1927515960132473286,https://x.com/eurubenjr/status/1927515960132473286,"Estou muito radioativo com essa gripe.

Um verdadeiro coquetel de antibiótico, anti-inflamatório e antigripal.",0,0,0,0,44,"May 28, 2025 at 12:03 AM"
1927486437232136470,https://x.com/vvvcardigan/status/1927486437232136470,"Em menos de 2 semanas já tomei remédio pra verme, laxante, vacina de gripe, antifúngico, antibiótico, cachaça 
vou arregaçar meu fígado",1,0,0,0,38,"May 27, 2025 at 10:05 PM"
1927372614848111083,https://x.com/iamarianyy/status/1927372614848111083,"minha mãe tá há duas semanas tomando antibiótico sem saber pq não melhora, sabe qual é o diagnóstico???? GRIPE!

gripe não se cura com remédio, menos ainda com antibiótico! questionem e parem de enfiar qualquer merda pra dentro do corpo de vcs só pq médico mandou!",2,0,0,0,31,"May 27, 2025 at 02:33 PM"
1927349183050101012,https://x.com/KikakirerikA/status/1927349183050101012,"Me está dando gripe, noooooooooooooooo. La cuestión es que no sé si pueda echarme un antigripal con el antibiótico.",0,0,2,0,81,"May 27, 2025 at 01:00 PM"
1927095481953403323,https://x.com/tetecombiscoito/status/1927095481953403323,"@pppdias @BrinquedoDotora ""Dra minha gripe só passa com antibiótico"" 
Talvez seja porque TODAS AS SUAS GRIPES você toma antibiótico e o ciclo dura o mesmo tempo que a doença??????",6,0,0,0,106,"May 26, 2025 at 08:12 PM"
1927022307811233876,https://x.com/BrandiAndressa/status/1927022307811233876,"E hoje eu vou fazer terapia para acalmar os ânimos e essa gripe maldita que eu peguei ... Tomando antibiótico e xarope, e estou exausta.",1,0,0,0,56,"May 26, 2025 at 03:21 PM"
1927017597154799917,https://x.com/folkwitchy/status/1927017597154799917,incrível que não importa quantas vezes eu explique pra minha mãe que antibiótico não serve pra curar gripe ela não me escuta,0,0,0,0,62,"May 26, 2025 at 03:02 PM"
1926764675468841172,https://x.com/yosiome/status/1926764675468841172,"@exagereando Ahhh,sii, todos dicen lo mismo  como 2 semanas. Llevo 1 ya y no me banco más jajaaa. No te dio antibiótico así que es solo gripe nomas, que bueno!!!!",1,0,0,0,24,"May 25, 2025 at 10:17 PM"
1926729349190881471,https://x.com/futebolifero/status/1926729349190881471,Que gripe é essa que ta pegando pesado em BH? Só melhora no antibiótico.,0,0,0,0,11,"May 25, 2025 at 07:57 PM"
1926441049452384746,https://x.com/pobresista_/status/1926441049452384746,"@flors09 @elzorrotacneno Pero no intubado con una gripe artificial y dándole rendedivir. Lo que tienen que hacer es dar ivermectizina, u otro antibiótico y además desparasitante. Pero claro, busca el BOE que dice que 700€ si lo curas, y 3000€ si lo intubas....",0,0,0,0,33,"May 25, 2025 at 12:51 AM"
1926430610387542325,https://x.com/P02WB/status/1926430610387542325,"@KZ30H Gripe, só que eu peguei uma gripe tão forte que tô tomando até antibiótico.",0,0,1,0,144,"May 25, 2025 at 12:10 AM"
1926332063696769085,https://x.com/laplataPincha36/status/1926332063696769085,@defacu7olosa @elbrujo8787 Jaja. Si eso quise decir. Antes del antibiótico me mande todo lo que uno conoce y toma para un resfrío o gripe. Y a los 5 días ya ni comer podía. Casi termino desmayado en el piso de la guardia. La cosa era con antibiótico.,1,0,1,0,52,"May 24, 2025 at 05:38 PM"
1926046087674032148,https://x.com/krlosl1ma/status/1926046087674032148,"E eu que fiz um tratamento com antibiótico e alguns outros remédios por conta de uma gripe muito forte que peguei, e quando terminei o tratamento (q foi muito fraco de acordo com a opinião medica) o meu caso piorou e agravou e agora tô com uma sinusite infecciosa cheio de catarro",3,0,2,0,209,"May 23, 2025 at 10:42 PM"
1926020444143890910,https://x.com/marisorth/status/1926020444143890910,"@milaaamaral1 mais ou menos amiga, tive febre e sintomas de gripe. É infecção de garganta e sinusite, to tomando antibiótico e tomei um injeção. Já to um pouco melhor, preciso ficar 100% pra ver minha querida sábado",0,0,0,0,34,"May 23, 2025 at 09:00 PM"
1925558728691974259,https://x.com/spidersilkvhs/status/1925558728691974259,"@zavarcexmonvera to ruim a beça tbm mas peguei a gripe, ainda fui trabalhar terça achando q era so um resfriado mas qnd fui dormir de noite mal consegui respirar, tiver q ir pro upa de manhã me deram logo uma injeção e passaram antibiotico (e 3 dias de atestado pra eu tomar vergonha e melhorar",0,0,1,0,36,"May 22, 2025 at 02:25 PM"
1925224529015558630,https://x.com/mustaGOD/status/1925224529015558630,@vanagouveia Se eu ganhasse 1 real para cada receita de antibiotico para paciente com gripe que eu vejo. 🤢,1,0,0,0,62,"May 21, 2025 at 04:17 PM"
1925188105746756064,https://x.com/LuisAntons2/status/1925188105746756064,"@Doutrinadorg Tem que ser muito burro pra achar que um remédio pra parasita serve pra gripe, seria a mesma coisa que prescrever um antibiótico pra quem tá com câncer",6,1,1,0,393,"May 21, 2025 at 01:53 PM"
1925174033114443911,https://x.com/cabeca_dovo/status/1925174033114443911,"@Welton_Viegas @lebrancomilgrau Uma amiga tá igual, ela acha que começou por causa da sinusite, mas vendo vocês, percebo que na realidade é essa gripe estranha que tá rolando. Ela está há duas semanas com antibiótico, fora Benzetacil e outro antibiótico injetável. A audição não tá voltando.",0,0,0,0,128,"May 21, 2025 at 12:57 PM"
1925154710002012646,https://x.com/FelipeM21239936/status/1925154710002012646,"@bielconn Então, eu nunca fiz isso, mas dizem que uma cabeça de alho esmagada, leite e mel, faz tu suar a gripe, deve funcionar para febre. Mel é um antibiótico natural, alho realmente faz suar, e vai parecer que tu foi refogado no alho(cheiro), mas deve ser nojento de tomar...",0,0,0,0,24,"May 21, 2025 at 11:40 AM"
1925136685798510707,https://x.com/monarcazulpis/status/1925136685798510707,"Eu tô a um mês e meio, não tô entendendo nada 
Já foi antibiótico, corticoide, anti-inflamatório, reza, benzedeira, pedido pra entidade, vela, treino, mudança de alimentação, investigar outras doenças, e nada desse diabo de gripe ir embora 
Coisa do cão viu",0,0,0,0,94,"May 21, 2025 at 10:28 AM"
1924998828706398410,https://x.com/luvsmnt/status/1924998828706398410,"@neromaury não existe principio, ou a pessoa tem pneumonia ou nao tem! e não trata gripe com antibiótico",0,0,1,0,37,"May 21, 2025 at 01:21 AM"
1924972585713905803,https://x.com/0hnoud1dnt/status/1924972585713905803,@ghulehh até recentemente eu tava tendo que me entupir de antibiótico porque minha gripe virou sinusite e essa semana 90% da minha sala tá com sintomas de gripe,0,0,0,0,10,"May 20, 2025 at 11:36 PM"
1924961365506117822,https://x.com/giigio__/status/1924961365506117822,"@OSantoPreto23 @vanagouveia o primeiro médico falou q era “início de pneumonia” e medicou com antibiótico mesmo não tendo absolutamente nada no raio x, no caso nao tinha porra nenhuma mesmo e era só uma gripe, mas botaram o paciente pra tomar antibiótico (que não resolve gripe)",6,0,0,0,316,"May 20, 2025 at 10:52 PM"
1924864061658878348,https://x.com/RaquelB03475748/status/1924864061658878348,"@PatriotaWil Poxa eu não havia visto nada a respeito da vacina da gripe,eu vacilei minha filha de 8 anos ,eu não tomei pq eu na ocasião estava com sinusite e medicada c antibiótico....ainda cheguei a pensar em não fazer,mas achei q por ser da gripe não teria problema.",1,0,1,0,233,"May 20, 2025 at 04:25 PM"
1924852775218778324,https://x.com/mandytoledo/status/1924852775218778324,"@vanagouveia Amiga...
Eu não aguento mais ver esse termo ridículo de PRINCIPIO DE PNEUMONIA
Esses dias teve familiar meu indo em hospitalzasso de São Paulo com uma gripe tranquila, e o médico disse que tinha GOSMA no pulmão e prescreveu antibiótico para impedir de virar pneumonia...
☠️",22,0,0,1,1099,"May 20, 2025 at 03:40 PM"
1924849744750239989,https://x.com/joaoguiilherme_/status/1924849744750239989,"TODOS OS DIAS NA UPA OU NO PS CHEGAM PACIENTES DIZENDO: to tomando antibiótico ha 3 dias e nao melhoro.
Ai vai eu explicar: pq é gripe = virus
Mas eu tbm n julgo, povao é chatasso, nega um antibiótico pra tu ver. Por enquanto eu ainda aguento negar, jaja eu desisto",7,0,1,0,302,"May 20, 2025 at 03:28 PM"
1924847640451137595,https://x.com/pkjshy/status/1924847640451137595,"@minjwin gripe forte bb, tomei benzeta no bumbum e soro com antibiótico (nao desejo benzeta pra ngm, doi mt slk)",0,0,0,0,10,"May 20, 2025 at 03:20 PM"
1924847382417522719,https://x.com/pkjshy/status/1924847382417522719,"@joodunkzs gripe me matando vei, tive q tomar benzetacil no bumbum e soro na veia com antibiótico",0,0,1,0,20,"May 20, 2025 at 03:19 PM"
1924826020118515807,https://x.com/elovil/status/1924826020118515807,@AGR02G Aqui em São Paulo tivemos essa gripe aí. Muitos anos que não tomava antibiótico. Mas dessa vez não teve jeito. Minha mãe ficou 30 dias ruim. Minha filha uma 15 dias e eu já tem 40 dias.,1,0,0,0,227,"May 20, 2025 at 01:54 PM"
1924650106323648804,https://x.com/bi_lhama/status/1924650106323648804,"To podre da gripe, tomando até antibiótico e sem voz 🥺",0,0,0,0,10,"May 20, 2025 at 02:15 AM"
1924640591041712281,https://x.com/ohstarlights/status/1924640591041712281,sim estou viciada em pegar uma colherada de mel a cada momento que transito pela cozinha da casa (deve ser isso que curou minha gripe.... nada de antibiótico),7,0,0,0,333,"May 20, 2025 at 01:37 AM"
1924598909659189265,https://x.com/takeshiL_/status/1924598909659189265,@tucumanzeiro antibiotico pra gripe,1,0,0,0,31,"May 19, 2025 at 10:51 PM"
1924480961686757705,https://x.com/AngelesRzvz/status/1924480961686757705,"El dolor de garganta se puede deber a muchas causas (tabaquismo, reflujo gastroesofágico, rinitis alérgica..) aunque la mayoría de las veces se produce por infecciones víricas como la gripe y el resfriado.
¿Por qué mi médico no me receta un antibiótico?
https://t.co/wgM5DMe61Y https://t.co/o3gLgN5SWf",0,0,0,0,39,"May 19, 2025 at 03:03 PM"
1924469263890313688,https://x.com/cristargirl/status/1924469263890313688,"@labelledudu banho e trocar fralda ele chorava de dor. e além da pomada teve que entrar com antibiótico forte a beça. os médicos indicam, ainda mais nesse primeiro contato de creche e pela idade deles que a imunidade é menor e mais frágil, para que em qualquer sinal de resfriado/gripe, menor+",0,0,1,0,32,"May 19, 2025 at 02:16 PM"
1924416052751950284,https://x.com/PRANgob/status/1924416052751950284,"La actualización incluye pruebas para detectar, entre otros,  virus respiratorios como gripe, COVID,  adenovirus, virus sincitial o de Epstein-Barr, además de la detección de Streptococcus pyogenes, permitiendo una prescripción más precisa en el caso de necesitar o no antibiótico",19,10,1,0,1504,"May 19, 2025 at 10:45 AM"
1924291852041072903,https://x.com/hagovlike/status/1924291852041072903,"@hagovfio Son super suaves y ponele que son medio específicos, tienen un anestésico (para el dolor) y un antiséptico y antibiótico suave para esa zona, son relativamente inofensivos para otras cosas. 

No es lo mismo que ir con una supuesta gripe a comprar amoxicilina o ciprofloxacina",1,0,1,0,32,"May 19, 2025 at 02:31 AM"
1924115290217934965,https://x.com/cesarbustos2000/status/1924115290217934965,"@alfredovega0 @MARCELOFAVAOK No sé que se creen estos bolitas.
Me agarré una gripe en Freiburg, Alemania, 39 de fiebre. Atención médica, hisopado, análisis, diagnóstico al otro día atendido amablemente por los mismos médicos, receta de amoxicilina por prevención de neumonía: 50 euros. Antibiótico: 7 euros.",1,0,0,0,48,"May 18, 2025 at 02:50 PM"
1923956436842791295,https://x.com/maiaraboneli/status/1923956436842791295,"Coisas que fiz pra melhorar minha gripe  que já dura uma mes

Sinegripe
Antialérgico 
Charope com antialérgico 
Anti-inflamatório 
Antibiótico 
Outro antialérgico 
Oração de um idoso
Cha de gengibre 
Oração da minha mãe 
Cha de puejo com mel
Chá com tudo que dizem que funciona",0,0,1,0,189,"May 18, 2025 at 04:18 AM"
1923935364663685581,https://x.com/AgusttinaAguss/status/1923935364663685581,"Yo estoy re a favor de que se de ESI, pero que la de gente capacitada. No podes poner a dar ESI a una señorita que dice que si tienen ""gripe"" tomen un ""antibiótico"", o que si tenés un ""flujo amarillo estás mal"".
Me da un síncope",0,0,0,0,25,"May 18, 2025 at 02:55 AM"
1923810241755427198,https://x.com/xadenstale/status/1923810241755427198,"@hesterrasen é péssimo. o que me deixou pior não foi nem a gripe em si, foi a tosse. tive que ir direto pro antibiótico. meu bolso chorou kkkkkk 

o importante é que pelo menos fez algo! vai ler alguma coisa hoje?",0,0,1,0,28,"May 17, 2025 at 06:37 PM"
1923805689891213681,https://x.com/lmjspfct/status/1923805689891213681,já que amanhã tenho que começar a tomar antibiótico tô pensando em tomar um vinhozinho hoje mas também tô com medo da minha gripe voltar com tudo,0,0,1,0,18,"May 17, 2025 at 06:19 PM"
1923744315504840869,https://x.com/LoganLibre/status/1923744315504840869,"@ASB2509 Gordo, mi hermano es médico y la gripe tiene un pico febril el primer día y luego baja a febrícula (menos de 38). Si te persiste la fiebre me comenta que podría ser bacterial, pasa por alguna Guardia médica que te vean y agreguen un antibiótico para erradicar el foco febril",0,0,0,0,51,"May 17, 2025 at 02:16 PM"
1923537937771200517,https://x.com/StefannyEguti/status/1923537937771200517,Só o antibiótico pra me salvar dessa gripe.,0,0,0,0,51,"May 17, 2025 at 12:35 AM"
1923511492793585700,https://x.com/eklipcnoparcial/status/1923511492793585700,"@mareademate amiga jamás necesité antibiótico para combatir una gripe o un resfrío, tamos todos locos",0,0,1,0,19,"May 16, 2025 at 10:50 PM"
1923505532536562122,https://x.com/Hanako_ilustra/status/1923505532536562122,@RachelGnzlz @BassLuno @pajar0nalg0n Si claro porque una gripe no puede evolucionar a una neumonía y tal jajajaja y si necesitas antibiótico si es una infección porque déjame decirte que hay gripa de infección.,2,0,0,0,40,"May 16, 2025 at 10:27 PM"
1923373836914794675,https://x.com/nahcristine/status/1923373836914794675,"Segundo dia de antibiótico e eu já sou outra pessoa...tem hora que só isso mesmo para resolver..
Já são duas semanas de gripe/sinusite",0,0,0,0,26,"May 16, 2025 at 01:43 PM"
1923275545824972835,https://x.com/RachelGnzlz/status/1923275545824972835,"@BassLuno @pajar0nalg0n Tienes gripe y tienes 1 opción: quedarte en casa, ponerte cubrebocas si sales, tomar mucho líquido, reposo, paracetamol en caso de dolor de cabeza o temperatura.. Y listo.
No necesitas medicina, menos antibiótico.",43,0,13,1,6148,"May 16, 2025 at 07:13 AM"
1923252054731981174,https://x.com/meriendei/status/1923252054731981174,@BassLuno @danielenciso @pajar0nalg0n los antibióticos son contra enfermedades bacterianas no contra enfermedades virales… si vas al simi a q te receten antibiótico solo le generas más resistencia a tu cuerpo para cuando realmente ocupes el antibiótico… la gripe es de origen viral (y no se trata con antibiótico),3,0,2,0,243,"May 16, 2025 at 05:39 AM"
1923183850319966314,https://x.com/LlanosRE/status/1923183850319966314,"@El_Tommy85 A mí un ginecólogo me recetó un antibiótico para la gripe y un coloproctólogo me extrajo la vesícula.
Estamos sin estado de derecho!!!",0,0,0,0,7,"May 16, 2025 at 01:08 AM"
1922488985005264970,https://x.com/chamadmaldita/status/1922488985005264970,morro de gripe e tomando antibiótico mas no meu bumbum não entra uma benzetacil nunca mais,0,0,0,0,42,"May 14, 2025 at 03:07 AM"
1922449833043869745,https://x.com/lallyschemid/status/1922449833043869745,"Toda vez q o Jorginho toma antibiótico, ele fica assado. Saio do tratamento de uma gripe p entrar no tratamento de assadura",0,0,0,0,45,"May 14, 2025 at 12:32 AM"
1922431413208371359,https://x.com/edribeze/status/1922431413208371359,"@iaragb Olha passei uma semana com tosse e pouco de febre .. no oitavo dia  tirei chapa do pulmão e estou tomando antibiótico..
A gripe tá muito forte mesmo .. não sei qual é a desgramada mas tá difícil",1,0,0,0,47,"May 13, 2025 at 11:19 PM"
1921561983729479738,https://x.com/TrashxPunky/status/1921561983729479738,"Tomei o antibiotico. Eu to com tanto medo, depois das lesões dos ombros, essa infecção é a coisa mais séria que eu ja tive na vida. Nem gripe eu pegava. Agora coleciono 3 marcos: lesão do ombro/dengue/infecção urinaria",0,0,0,0,93,"May 11, 2025 at 01:44 PM"
1921283784667701752,https://x.com/SVecetti/status/1921283784667701752,"@nthenitr_ain @HORMIGA_RETURNS Estas diciendo lo mismo de lo que se burla la imagen, las enfermedades de garganta son infecciones pero esta la viral y la bacteriana, la gripe normal y la ocasionada por bacteria y se ríe de los que toman siempre antibiótico cuando puede ser solo gripe, no confundas virus con B",0,0,0,0,40,"May 10, 2025 at 07:18 PM"
1921262476596830222,https://x.com/CAP_ElGocho88/status/1921262476596830222,"@DomUgas @Luissucesoss Precisamente !
Ese muchacho escapó de Venezuela para tener una vida y prosperar.
En Venezuela ví hombres jóvenes morir de una simple gripe, por no tener dinero para comprar un antibiótico. Familias revisando la basura.
Imagina estar en Vzla y ver a tus hijos pasando hambre.",1,0,0,0,61,"May 10, 2025 at 05:54 PM"
1921243309655064900,https://x.com/kronost0612701/status/1921243309655064900,"@HORMIGA_RETURNS De alguien que está estudiando Microbiología, no deberías tomarte antibiótico por una gripe, ya que desconoces el caso de infección.

Este un error común: tomarse el antibiótico por cualquier cosa. Si siguen con esto, terminarán haciendo que la bacteria se vuelva resistente.",1,0,1,0,39,"May 10, 2025 at 04:37 PM"
1921220757985571320,https://x.com/DrGustavolima/status/1921220757985571320,"Estamos vendo aumento dos casos de resfriado e gripe e quero alertar para um fato importante: a maioria dessas infecções é causada por VÍRUS!

Não adianta usar antibiótico para tratar infecções virais.

Antibióticos desnecessários podem prejudicar e microbiota e o seu intestino!",322,39,1,5,6116,"May 10, 2025 at 03:08 PM"
1921005458707431594,https://x.com/GesicoDuo/status/1921005458707431594,@fernandacmarg Provável pneumonia viral pois gripe é causada por vírus. O que muitas vezes acontece é que o colega não saber diferenciar no raio x a viral da bacteriana e passa antibiótico para ambas.,0,0,0,0,69,"May 10, 2025 at 12:52 AM"
1920533776062398951,https://x.com/thatacomentah/status/1920533776062398951,deus abençoe quem criou o antibiótico que tá me fazendo melhorar dessa gripe infernal,0,0,0,0,68,"May 8, 2025 at 05:38 PM"
1920516120106135785,https://x.com/brunalua/status/1920516120106135785,"eu nao sei se esse sono é cansaço, é gripe, é antibiotico ou é depressão",3,1,3,0,283,"May 8, 2025 at 04:28 PM"
1920200035406364975,https://x.com/PalomaaStella/status/1920200035406364975,"Vacilei tomando o antibiótico, agora estou aqui ferrada da gripe de novo e pior 🤯",0,0,0,0,26,"May 7, 2025 at 07:32 PM"
